lambda_angstroms A            Z   ion_stage lower_energy_Ev   lower_statweight  forbidden  lower_level               upper_level               upper_statweight  upper_energy_Ev   upper_has_permitted
          1073.3 2.190900E+03   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_4Pe[3/2]                        4.00           14.8782                   1
          1072.4 4.003400E+02   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_4Pe[1/2]                        2.00           14.8884                   1
           718.6 2.152800E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_2De[5/2]                        6.00           20.5799                   1
           718.6 2.945400E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_2De[3/2]                        4.00           20.5809                   1
           631.3 6.802200E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3s_4Pe[1/2]                2.00           22.9662                   1
           630.9 2.832700E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3s_4Pe[3/2]                4.00           22.9793                   1
           630.2 7.888100E+02   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3s_4Pe[5/2]                6.00           22.9990                   1
           617.1 1.788300E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3s_2Pe[1/2]                2.00           23.4192                   1
           616.4 1.788100E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3s_2Pe[3/2]                4.00           23.4415                   1
           592.1 7.731600E+05   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_2Se[1/2]                        2.00           24.2650                   1
           555.1 9.709900E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3s_2De[5/2]                6.00           25.6612                   1
           555.1 1.328300E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3s_2De[3/2]                4.00           25.6613                   1
           538.3 1.513600E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_2Pe[3/2]                        4.00           26.3583                   1
           537.8 1.555300E+10   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s_2p4_2Pe[1/2]                        2.00           26.3792                   1
           489.1 4.105100E+05   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4Fe[3/2]                4.00           28.6771                   1
           489.0 7.202100E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4Fe[5/2]                6.00           28.6838                   1
           486.3 4.094200E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4Pe[5/2]                6.00           28.8217                   1
           486.1 4.770600E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4Pe[3/2]                4.00           28.8308                   1
           486.0 3.889400E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4Pe[1/2]                2.00           28.8390                   1
           485.7 8.518100E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4De[1/2]                2.00           28.8526                   1
           485.6 1.286600E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4De[3/2]                4.00           28.8568                   1
           485.6 4.936000E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_4De[5/2]                6.00           28.8570                   1
           485.5 2.257300E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_2Fe[5/2]                6.00           28.8631                   1
           484.0 2.080800E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_2Pe[3/2]                4.00           28.9417                   1
           483.8 2.084200E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_2Pe[1/2]                2.00           28.9558                   1
           481.8 4.857600E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_2De[3/2]                4.00           29.0622                   1
           481.6 3.552600E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)3d_2De[5/2]                6.00           29.0687                   1
           472.1 9.224700E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4s_4Pe[1/2]                2.00           29.5860                   1
           471.9 2.782000E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4s_4Pe[3/2]                4.00           29.5991                   1
           471.6 2.623700E+02   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4s_4Pe[5/2]                6.00           29.6191                   1
           468.4 4.807300E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4s_2Pe[1/2]                2.00           29.7971                   1
           468.0 4.588100E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4s_2Pe[3/2]                4.00           29.8203                   1
           445.6 2.443500E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2Fe[5/2]                6.00           31.1479                   1
           442.1 1.954900E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2De[3/2]                4.00           31.3738                   1
           442.1 1.429000E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2De[5/2]                6.00           31.3741                   1
           440.6 7.673800E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2Pe[1/2]                2.00           31.4659                   1
           440.6 7.655700E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2Pe[3/2]                4.00           31.4662                   1
           438.5 2.898100E+05   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_4De[5/2]                6.00           31.6031                   1
           438.1 1.559200E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_4Pe[5/2]                6.00           31.6290                   1
           438.0 8.894800E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_4Pe[3/2]                4.00           31.6336                   1
           438.0 1.820700E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_4Pe[1/2]                2.00           31.6362                   1
           437.9 8.897300E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_2Pe[3/2]                4.00           31.6375                   1
           437.7 4.372200E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_2Pe[1/2]                2.00           31.6509                   1
           437.7 1.329400E+09   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_2Fe[5/2]                6.00           31.6534                   1
           437.1 8.165700E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)3d_2Se[1/2]                2.00           31.6932                   1
           436.7 2.581100E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_2De[3/2]                4.00           31.7205                   1
           436.6 1.976600E+06   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)4d_2De[5/2]                6.00           31.7273                   1
           433.2 2.397900E+05   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5s_4Pe[1/2]                2.00           31.9502                   1
           433.0 5.360300E+04   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5s_4Pe[3/2]                4.00           31.9631                   1
           432.6 1.158000E+02   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5s_4Pe[5/2]                6.00           31.9836                   1
           431.8 2.101400E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5s_2Pe[1/2]                2.00           32.0389                   1
           431.5 1.915200E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5s_2Pe[3/2]                4.00           32.0631                   1
           430.2 2.942200E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)4s_2De[5/2]                6.00           32.1476                   1
           430.2 3.933400E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(1De)4s_2De[3/2]                4.00           32.1476                   1
           419.5 1.414400E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5d_4De[5/2]                6.00           32.8831                   1
           419.5 9.652500E+07   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5d_2Pe                     6.00           32.8846                   1
           419.1 3.099800E+08   8         2              3.33            4.0000          0 2s2_2p3_2Do[3/2]          2s2_2p2(3Pe)5d_4Pe[5/2]                6.00           32.9093                   1
